index,age,departement,categorie_socio_professionnelle,type_de_bien,statut,surface,montant_assure,debut_contrat,nb_sinistres_depuis_ouverture,ouverture_dernier_sinistre,cloture_dernier_sinistre,cotisation_n-1,cotisation_n,target
470,41.0,91,Ouvriers,Appartement,Propriétaire,60.1,25330.0,2019-06-27 00:00:00,1.0,2019-12-18 15:53:22,2020-01-10 15:53:22,207.19,208.81,0
471,56.0,44,Cadres et professions intellectuelles supérieures,Maison,Locataire,116.67,19944.0,2011-05-08 00:00:00,3.0,2011-05-27 12:21:32,2011-10-20 12:21:32,369.53,435.42,0
472,28.0,92,Ouvriers,Maison,Propriétaire,92.88,15402.0,2000-06-08 00:00:00,1.0,2003-12-21 00:34:14,2004-03-17 00:34:14,374.41,376.0,0
473,23.0,33,Inactifs,Appartement,Propriétaire,84.17,12353.0,2017-12-06 00:00:00,1.0,2018-10-24 17:29:51,2018-12-06 17:29:51,204.44,206.64,0
474,46.0,92,Ouvriers,Appartement,Occupant à titre gratuit,65.5,13708.0,2005-11-06 00:00:00,1.0,2008-01-22 19:19:44,2008-03-01 19:19:44,210.37,211.6,0
475,51.0,50,Agriculteurs exploitants,Maison,Propriétaire,93.05,25724.0,2020-04-25 00:00:00,0.0,,,383.66,396.5,1
476,44.0,29,Inactifs,Maison,Locataire,100.63,38677.0,2006-04-20 00:00:00,2.0,2007-12-24 19:18:02,2008-02-10 19:18:02,376.28,389.75,0
477,31.0,34,Employés,Maison,Locataire,123.22,12390.0,1998-09-17 00:00:00,1.0,2003-02-10 12:44:40,2003-05-03 12:44:40,337.59,337.61,0
478,43.0,49,Cadres et professions intellectuelles supérieures,Appartement,Locataire,49.83,17834.0,2002-04-17 00:00:00,3.0,2002-08-07 10:08:59,2002-08-08 10:08:59,193.79,216.52,0
479,46.0,07,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,117.41,21829.0,2000-09-20 00:00:00,1.0,2004-08-14 17:25:15,2004-09-28 17:25:15,366.34,366.48,0
480,15.0,91,Employés,Maison,Locataire,105.84,7874.0,2001-10-08 00:00:00,2.0,2004-07-27 06:07:18,2004-08-30 06:07:18,340.71,405.57,0
481,15.0,77,Ouvriers,Appartement,Locataire,69.72,35367.0,2011-02-28 00:00:00,3.0,2015-11-09 02:13:04,2016-02-08 02:13:04,200.04,214.11,0
482,59.0,84,Employés,Maison,Locataire,147.42,8355.0,2017-06-06 00:00:00,1.0,2019-03-15 16:53:04,2019-04-29 16:53:04,362.66,364.87,0
483,23.0,09,Employés,Maison,Propriétaire,90.75,20415.0,2019-02-22 00:00:00,1.0,2020-12-13 02:49:53,2020-12-23 20:49:53,363.61,372.23,0
484,27.0,17,Employés,Appartement,Locataire,68.31,18809.0,1997-05-25 00:00:00,1.0,1998-06-10 11:05:56,1998-08-14 11:05:56,223.35,225.08,0
485,42.0,94,Ouvriers,Maison,Propriétaire,98.15,14398.0,2005-03-23 00:00:00,2.0,2008-12-13 05:34:59,2009-02-27 05:34:59,340.78,362.99,1
486,34.0,77,Cadres et professions intellectuelles supérieures,Appartement,Locataire,76.08,20808.0,2013-07-30 00:00:00,2.0,2016-11-21 22:24:43,2017-03-01 22:24:43,205.87,206.71,0
487,46.0,93,Inactifs,Appartement,Occupant à titre gratuit,67.66,20458.0,2016-03-23 00:00:00,0.0,,,233.88,234.13,0
488,65.0,78,Ouvriers,Maison,Propriétaire,93.11,19554.0,2000-07-09 00:00:00,1.0,2004-05-17 00:45:31,2004-05-31 00:45:31,378.46,379.01,0
489,32.0,64,Employés,Maison,Locataire,120.54,14682.0,2006-04-07 00:00:00,0.0,,,379.13,380.77,0
490,27.0,88,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,138.78,35620.0,1997-11-04 00:00:00,2.0,2000-07-12 06:31:13,2000-08-26 06:31:13,353.38,374.21,0
491,61.0,94,Employés,Appartement,Propriétaire,62.05,33589.0,2002-05-28 00:00:00,3.0,2003-10-17 09:46:24,2004-01-06 09:46:24,220.64,254.71,1
492,39.0,91,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,71.57,47892.0,1995-11-06 00:00:00,2.0,1996-09-16 12:19:20,1996-12-27 12:19:20,220.74,231.95,1
493,56.0,78,Ouvriers,Maison,Propriétaire,119.6,22443.0,2010-11-17 00:00:00,4.0,2011-12-19 07:31:05,2011-12-27 07:31:05,359.46,446.3,1
494,15.0,26,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,115.13,11852.0,1998-09-14 00:00:00,0.0,,,378.12,379.4,1
495,37.0,31,Employés,Maison,Propriétaire,107.65,20705.0,2000-09-22 00:00:00,1.0,2000-10-19 16:40:44,2000-12-09 16:40:44,364.66,365.44,0
496,48.0,75,Employés,Maison,Propriétaire,179.65,12522.0,2002-11-05 00:00:00,1.0,2007-10-27 20:24:15,2007-11-09 20:24:15,369.37,372.32,0
497,22.0,78,Employés,Appartement,Propriétaire,86.02,32903.0,2008-04-09 00:00:00,0.0,,,228.28,228.31,0
498,44.0,61,Inactifs,Appartement,Propriétaire,69.43,15579.0,1995-01-14 00:00:00,4.0,1995-05-13 09:29:37,1995-06-27 09:29:37,239.05,293.06,1
499,57.0,38,Cadres et professions intellectuelles supérieures,Appartement,Locataire,94.29,25163.0,2006-09-14 00:00:00,1.0,2009-01-06 07:18:19,2009-05-11 07:18:19,198.42,200.6,0
500,51.0,77,Employés,Appartement,Locataire,60.85,26703.0,2005-01-22 00:00:00,0.0,,,206.35,206.69,0
501,15.0,2B,Inactifs,Maison,Locataire,92.4,23809.0,2018-09-10 00:00:00,1.0,2020-08-27 06:51:47,2020-11-06 18:51:47,393.43,395.87,0
502,63.0,94,Employés,Maison,Locataire,91.82,15153.0,2002-12-28 00:00:00,1.0,2007-07-02 14:09:47,2007-09-07 14:09:47,344.49,351.89,0
503,18.0,02,Employés,Appartement,Locataire,61.8,14670.0,1998-10-17 00:00:00,1.0,2000-07-20 03:42:31,2000-08-22 03:42:31,195.15,196.15,0
504,21.0,75,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,107.88,14985.0,1996-01-10 00:00:00,2.0,2000-07-25 00:23:41,2000-07-26 00:23:41,404.68,436.95,1
505,28.0,92,Employés,Appartement,Locataire,89.77,46843.0,2011-07-10 00:00:00,1.0,2012-06-17 06:03:29,2012-09-08 06:03:29,204.6,209.88,0
506,41.0,75,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,141.23,19577.0,1997-02-22 00:00:00,0.0,,,404.91,409.02,0
507,51.0,92,Employés,Appartement,Locataire,79.72,19535.0,2005-07-19 00:00:00,3.0,2009-10-25 13:42:17,2010-01-02 13:42:17,211.15,241.04,0
508,43.0,38,Employés,Appartement,Locataire,67.97,18613.0,1997-12-15 00:00:00,2.0,2001-05-15 00:51:29,2001-06-09 00:51:29,214.81,227.93,0
509,37.0,05,Agriculteurs exploitants,Appartement,Locataire,75.61,21513.0,2003-06-01 00:00:00,0.0,,,231.24,231.25,0
510,40.0,92,Cadres et professions intellectuelles supérieures,Appartement,Occupant à titre gratuit,80.43,17941.0,2010-10-16 00:00:00,1.0,2011-09-02 02:08:19,2011-11-02 02:08:19,255.66,261.05,0
511,28.0,74,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,107.94,12530.0,1996-11-29 00:00:00,3.0,2000-05-25 08:29:00,2000-05-26 08:29:00,387.45,399.82,0
512,62.0,94,Cadres et professions intellectuelles supérieures,Appartement,Locataire,52.92,11491.0,2000-07-10 00:00:00,1.0,2003-06-05 04:30:54,2003-06-06 04:30:54,208.36,216.48,0
513,53.0,91,Employés,Appartement,Propriétaire,98.29,14549.0,1998-05-05 00:00:00,2.0,1999-09-10 00:46:56,1999-12-14 00:46:56,218.42,228.82,1
514,51.0,73,Agriculteurs exploitants,Maison,Locataire,167.3,25619.0,2000-02-23 00:00:00,2.0,2000-11-15 11:55:37,2001-02-28 11:55:37,371.9,378.61,0
515,15.0,2A,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,113.38,6411.0,2006-06-24 00:00:00,3.0,2011-04-02 18:20:59,2011-05-05 18:20:59,377.31,396.11,1
516,31.0,75,Cadres et professions intellectuelles supérieures,Appartement,Locataire,76.92,18998.0,2012-12-05 00:00:00,4.0,2017-03-14 20:24:52,2017-07-07 20:24:52,227.35,323.68,1
517,67.0,66,Agriculteurs exploitants,Appartement,Propriétaire,54.3,7181.0,1998-07-20 00:00:00,2.0,2003-03-09 06:53:04,2003-03-25 06:53:04,214.38,220.68,0
518,36.0,46,Ouvriers,Appartement,Locataire,74.17,11887.0,2014-04-16 00:00:00,1.0,2018-07-23 11:56:48,2018-09-25 11:56:48,202.46,206.95,0
519,29.0,77,Ouvriers,Appartement,Locataire,75.23,13630.0,2017-05-09 00:00:00,0.0,,,230.26,230.67,0
520,36.0,95,Employés,Appartement,Locataire,97.58,16365.0,2012-07-29 00:00:00,1.0,2013-08-27 19:50:05,2013-08-28 19:50:05,199.52,201.51,0
521,45.0,92,Agriculteurs exploitants,Appartement,Locataire,81.68,29741.0,1997-08-10 00:00:00,2.0,2000-09-03 19:28:19,2000-10-02 19:28:19,220.15,224.0,0
522,62.0,80,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,47.61,10709.0,2000-08-11 00:00:00,2.0,2002-04-02 20:09:29,2002-05-14 20:09:29,193.26,201.68,0
523,28.0,60,Employés,Appartement,Locataire,56.59,15343.0,2000-04-21 00:00:00,1.0,2001-10-10 22:41:43,2001-10-30 22:41:43,226.01,232.01,0
524,38.0,971,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,150.4,19297.0,1996-04-18 00:00:00,1.0,2000-05-27 22:41:43,2000-06-23 22:41:43,397.27,399.79,0
525,36.0,77,Ouvriers,Appartement,Propriétaire,87.4,23382.0,2017-10-07 00:00:00,2.0,2019-10-30 01:10:36,2019-10-31 01:10:36,218.41,238.09,0
526,45.0,91,Agriculteurs exploitants,Appartement,Locataire,57.55,20326.0,1995-05-21 00:00:00,2.0,1995-08-15 15:54:21,1996-02-10 15:54:21,215.36,237.53,0
527,23.0,973,Employés,Appartement,Propriétaire,80.7,39800.0,1997-07-09 00:00:00,1.0,1998-04-26 05:26:47,1998-05-03 05:26:47,215.21,215.22,0
528,38.0,57,Inactifs,Appartement,Locataire,75.53,46413.0,2005-03-21 00:00:00,3.0,2007-01-27 21:37:34,2007-01-28 21:37:34,208.22,245.8,0
529,28.0,19,Agriculteurs exploitants,Maison,Locataire,70.89,12983.0,2008-12-26 00:00:00,1.0,2012-01-24 07:29:37,2012-03-22 07:29:37,374.99,390.99,0
530,25.0,49,Ouvriers,Appartement,Locataire,71.37,21548.0,2016-07-27 00:00:00,1.0,2018-04-15 18:06:24,2018-05-19 18:06:24,216.95,218.94,0
531,15.0,88,Employés,Maison,Propriétaire,111.39,21729.0,1996-10-03 00:00:00,1.0,2001-03-20 23:33:09,2001-04-02 23:33:09,369.1,372.56,0
532,41.0,70,Inactifs,Maison,Locataire,55.12,22330.0,2007-03-09 00:00:00,1.0,2010-03-29 14:46:00,2010-04-16 14:46:00,362.41,363.57,0
533,58.0,34,Employés,Appartement,Locataire,96.44,21509.0,1997-09-03 00:00:00,1.0,1998-07-23 23:10:14,1998-07-24 23:10:14,244.77,250.17,0
534,39.0,76,Employés,Appartement,Locataire,46.2,23824.0,1997-09-20 00:00:00,1.0,2000-12-24 02:41:56,2001-04-08 02:41:56,222.23,227.58,0
535,29.0,40,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,125.58,9861.0,2009-07-02 00:00:00,0.0,,,376.6,382.44,1
536,73.0,29,Employés,Maison,Locataire,131.21,8885.0,2010-08-06 00:00:00,2.0,2014-06-21 08:15:33,2014-08-11 08:15:33,375.64,387.02,0
537,61.0,85,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,133.84,15667.0,1998-12-11 00:00:00,3.0,1999-04-26 01:01:27,1999-07-10 01:01:27,383.62,403.68,0
538,72.0,93,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,124.89,20208.0,2015-09-13 00:00:00,2.0,2016-02-04 14:48:33,2016-02-05 14:48:33,352.32,372.28,0
539,42.0,36,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,112.36,19936.0,2015-09-22 00:00:00,4.0,2019-02-17 08:21:49,2019-02-18 08:21:49,357.76,462.4,0
540,67.0,27,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,96.59,24889.0,2000-06-18 00:00:00,2.0,2004-08-06 17:08:53,2004-08-11 17:08:53,227.53,260.21,0
541,47.0,40,Ouvriers,Maison,Propriétaire,92.11,31607.0,2006-10-03 00:00:00,0.0,,,379.49,389.89,1
542,35.0,36,Cadres et professions intellectuelles supérieures,Appartement,Locataire,98.12,11858.0,2014-08-10 00:00:00,0.0,,,198.55,198.64,0
543,50.0,55,Employés,Appartement,Propriétaire,61.39,21826.0,2018-05-17 00:00:00,1.0,2019-01-19 10:14:02,2019-02-28 10:14:02,217.94,224.42,1
544,36.0,92,Employés,Appartement,Propriétaire,61.79,21899.0,2003-02-21 00:00:00,0.0,,,227.51,244.88,0
545,45.0,76,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,94.73,12176.0,2002-06-22 00:00:00,2.0,2003-02-21 15:52:46,2003-04-10 15:52:46,228.28,235.4,0
546,47.0,95,Cadres et professions intellectuelles supérieures,Appartement,Locataire,54.84,28405.0,2013-11-04 00:00:00,1.0,2015-05-27 02:44:41,2015-08-28 02:44:41,202.68,211.06,0
547,42.0,30,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,53.98,14843.0,2010-03-06 00:00:00,2.0,2013-07-04 23:55:48,2013-09-18 23:55:48,214.31,220.48,0
548,43.0,42,Cadres et professions intellectuelles supérieures,Appartement,Locataire,53.2,7838.0,2016-05-28 00:00:00,1.0,2017-02-24 19:35:01,2017-06-01 19:35:01,226.78,227.8,0
549,46.0,10,Employés,Appartement,Locataire,77.41,20664.0,2000-02-04 00:00:00,4.0,2003-08-02 06:17:19,2003-10-19 06:17:19,216.55,284.91,0
550,54.0,09,Employés,Maison,Locataire,122.93,14019.0,2000-12-11 00:00:00,0.0,,,403.52,403.68,0
551,21.0,95,Agriculteurs exploitants,Appartement,Locataire,58.36,28036.0,1999-08-21 00:00:00,2.0,2003-07-31 15:58:03,2003-08-01 15:58:03,220.85,231.68,0
552,51.0,67,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,53.33,23495.0,2014-11-12 00:00:00,1.0,2016-01-17 01:24:37,2016-01-18 01:24:37,223.52,242.81,0
553,49.0,94,Cadres et professions intellectuelles supérieures,Appartement,Locataire,96.5,11280.0,1999-07-22 00:00:00,2.0,2004-04-23 08:24:41,2004-05-14 08:24:41,231.77,246.18,1
554,81.0,53,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,41.77,26917.0,1996-12-01 00:00:00,1.0,2000-08-11 12:07:22,2000-10-12 12:07:22,197.92,201.35,0
555,31.0,09,Employés,Appartement,Locataire,57.27,38802.0,2016-04-26 00:00:00,0.0,,,198.8,199.2,0
556,29.0,69,Agriculteurs exploitants,Maison,Locataire,104.32,30836.0,1998-12-24 00:00:00,2.0,2001-06-26 02:45:06,2001-10-19 02:45:06,345.67,406.79,0
557,30.0,12,Agriculteurs exploitants,Appartement,Locataire,100.85,13708.0,1996-03-01 00:00:00,1.0,2001-01-17 03:38:22,2001-02-13 03:38:22,200.52,212.8,0
558,50.0,60,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,93.08,40471.0,2015-11-02 00:00:00,1.0,2020-06-04 16:39:58,2020-07-27 16:39:58,355.97,358.17,0
559,51.0,38,Employés,Appartement,Locataire,58.57,19938.0,2016-10-13 00:00:00,1.0,2018-06-15 09:13:20,2018-10-20 09:13:20,216.59,217.53,0
560,44.0,40,Agriculteurs exploitants,Maison,Propriétaire,70.15,30711.0,2013-02-05 00:00:00,3.0,2016-07-22 01:48:45,2016-08-25 01:48:45,369.41,455.78,1
561,15.0,17,Ouvriers,Appartement,Propriétaire,82.22,7496.0,2011-02-13 00:00:00,1.0,2013-04-13 09:53:21,2013-04-26 09:53:21,212.76,213.97,0
562,38.0,12,Ouvriers,Appartement,Propriétaire,56.16,25075.0,2019-11-19 00:00:00,1.0,2020-12-03 16:30:36,2020-12-04 16:30:36,205.83,206.47,0
563,38.0,92,Ouvriers,Appartement,Locataire,93.37,23444.0,1995-05-29 00:00:00,1.0,1999-05-23 21:33:48,1999-07-23 21:33:48,215.67,221.45,0
564,30.0,78,Employés,Appartement,Occupant à titre gratuit,87.53,16542.0,2011-04-11 00:00:00,2.0,2012-01-26 07:43:51,2012-05-08 07:43:51,205.34,206.78,0
565,26.0,62,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,76.23,23783.0,2012-08-23 00:00:00,1.0,2016-02-01 13:08:48,2016-02-14 13:08:48,246.64,246.73,0
566,44.0,92,Employés,Maison,Locataire,115.45,35038.0,2007-11-04 00:00:00,1.0,2010-12-09 17:20:42,2010-12-21 17:20:42,397.01,401.26,0
567,24.0,78,Employés,Maison,Locataire,102.45,29036.0,2010-05-14 00:00:00,3.0,2012-01-18 06:54:44,2012-03-20 06:54:44,420.29,435.59,0
568,47.0,974,Employés,Maison,Locataire,115.54,13822.0,1999-08-02 00:00:00,1.0,2004-04-08 18:13:19,2004-06-18 18:13:19,362.98,375.97,0
569,31.0,64,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,82.6,17174.0,2002-10-20 00:00:00,2.0,2005-04-24 04:33:42,2005-07-01 04:33:42,223.47,232.17,0
570,25.0,78,Cadres et professions intellectuelles supérieures,Appartement,Locataire,64.97,19842.0,2002-05-22 00:00:00,2.0,2005-10-16 21:59:41,2005-12-17 21:59:41,224.18,229.06,0
571,33.0,78,Agriculteurs exploitants,Appartement,Propriétaire,75.29,24908.0,2006-09-27 00:00:00,0.0,,,198.5,205.81,1
572,49.0,75,Employés,Maison,Locataire,127.19,44359.0,2014-09-21 00:00:00,0.0,,,339.38,340.49,0
573,38.0,77,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,108.82,13033.0,2011-03-20 00:00:00,0.0,,,386.53,393.03,0
574,52.0,94,Employés,Appartement,Propriétaire,69.31,32976.0,2013-01-09 00:00:00,3.0,2013-08-09 14:55:05,2013-08-10 14:55:05,189.76,197.09,0
575,16.0,974,Ouvriers,Maison,Locataire,83.18,33436.0,2006-12-30 00:00:00,0.0,,,378.61,378.65,0
576,46.0,54,Employés,Appartement,Propriétaire,60.18,29493.0,2008-04-20 00:00:00,3.0,2011-05-12 23:03:55,2011-05-13 23:03:55,239.13,276.14,1
577,67.0,83,Cadres et professions intellectuelles supérieures,Maison,Locataire,84.7,26194.0,2008-07-15 00:00:00,2.0,2012-04-16 04:58:02,2012-07-08 04:58:02,381.83,390.99,0
578,22.0,93,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,70.78,19640.0,2006-08-14 00:00:00,1.0,2006-11-21 01:54:38,2006-11-22 01:54:38,204.55,208.4,0
579,42.0,94,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,85.82,16599.0,2017-02-22 00:00:00,1.0,2020-08-06 04:48:00,2020-10-28 04:48:00,193.38,194.46,0
580,46.0,18,Employés,Maison,Propriétaire,120.76,20731.0,2002-01-23 00:00:00,1.0,2005-01-04 09:28:20,2005-03-04 09:28:20,372.48,383.15,0
581,36.0,95,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,45.69,16696.0,2018-06-18 00:00:00,2.0,2020-10-17 10:11:46,2020-12-21 10:11:46,248.44,255.4,0
582,62.0,976,Employés,Appartement,Propriétaire,44.97,19211.0,2019-10-03 00:00:00,1.0,2020-06-08 15:31:09,2020-07-26 15:31:09,187.03,187.42,0
583,46.0,92,Employés,Appartement,Propriétaire,66.37,33670.0,2010-03-11 00:00:00,1.0,2012-08-09 14:27:37,2012-09-24 14:27:37,221.2,225.38,0
584,32.0,53,Employés,Appartement,Occupant à titre gratuit,72.77,20522.0,2012-12-05 00:00:00,2.0,2017-10-01 17:12:33,2017-12-08 17:12:33,225.28,229.15,0
585,44.0,75,Inactifs,Maison,Propriétaire,122.5,14934.0,2000-09-26 00:00:00,1.0,2005-06-04 19:58:46,2005-08-18 19:58:46,357.86,377.72,0
586,50.0,15,Cadres et professions intellectuelles supérieures,Appartement,Locataire,63.1,16575.0,2013-10-02 00:00:00,2.0,2016-11-13 12:11:11,2016-12-08 12:11:11,214.48,225.28,0
587,41.0,95,Agriculteurs exploitants,Appartement,Locataire,71.39,34667.0,2007-12-15 00:00:00,2.0,2008-12-02 23:05:11,2008-12-03 23:05:11,231.58,244.33,0
588,57.0,51,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,64.24,13559.0,2011-10-12 00:00:00,1.0,2012-08-07 16:43:43,2012-11-11 16:43:43,231.23,231.81,0
589,42.0,60,Ouvriers,Maison,Locataire,96.32,31835.0,2006-08-30 00:00:00,1.0,2010-12-12 21:33:42,2010-12-15 21:33:42,361.42,365.35,0
590,48.0,94,Employés,Maison,Locataire,112.94,10734.0,2017-03-04 00:00:00,1.0,2017-10-20 06:39:29,2017-10-21 06:39:29,368.42,382.91,1
591,54.0,94,Ouvriers,Maison,Propriétaire,79.49,21225.0,2016-08-16 00:00:00,2.0,2017-08-17 09:11:36,2017-10-01 09:11:36,359.16,388.13,0
592,74.0,39,Employés,Appartement,Locataire,61.73,18716.0,2013-02-01 00:00:00,2.0,2016-07-13 13:14:26,2016-07-14 13:14:26,201.15,202.91,0
593,45.0,83,Inactifs,Appartement,Propriétaire,56.92,18720.0,2009-07-04 00:00:00,2.0,2010-03-06 23:47:14,2010-05-19 23:47:14,184.14,187.58,0
594,38.0,14,Employés,Appartement,Locataire,53.67,26835.0,2005-03-27 00:00:00,1.0,2009-11-28 01:02:22,2010-01-03 01:02:22,236.11,236.42,0
595,16.0,95,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,137.57,17503.0,2014-08-31 00:00:00,1.0,2017-09-16 00:22:13,2018-03-14 00:22:13,370.58,390.76,1
596,27.0,91,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,55.98,18149.0,2001-06-09 00:00:00,1.0,2002-09-30 19:36:37,2002-12-08 19:36:37,216.76,223.89,0
597,59.0,71,Employés,Maison,Locataire,117.07,28495.0,2019-03-08 00:00:00,0.0,,,387.06,392.71,1
598,60.0,24,Ouvriers,Appartement,Locataire,61.8,38304.0,2010-07-01 00:00:00,0.0,,,202.55,203.83,0
599,39.0,56,Agriculteurs exploitants,Maison,Propriétaire,94.78,15078.0,2011-04-05 00:00:00,0.0,,,381.76,390.88,1
600,30.0,75,Ouvriers,Maison,Locataire,83.64,15639.0,2010-01-27 00:00:00,1.0,2013-03-24 00:08:14,2013-05-03 00:08:14,313.63,319.37,0
601,27.0,81,Agriculteurs exploitants,Maison,Locataire,131.3,18620.0,2012-08-24 00:00:00,1.0,2015-09-15 20:08:05,2015-10-27 20:08:05,395.07,401.01,0
602,45.0,94,Cadres et professions intellectuelles supérieures,Maison,Locataire,113.45,4478.0,2016-03-13 00:00:00,1.0,2018-07-13 12:10:20,2018-08-16 12:10:20,376.58,383.53,0
603,39.0,66,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,56.98,40011.0,2011-06-08 00:00:00,1.0,2014-03-29 18:35:49,2014-03-30 18:35:49,209.73,226.46,0
604,48.0,75,Employés,Appartement,Locataire,64.53,17703.0,2000-05-09 00:00:00,4.0,2004-10-09 12:10:51,2004-11-07 12:10:51,222.7,275.6,0
605,31.0,14,Employés,Appartement,Propriétaire,80.09,9844.0,2017-03-29 00:00:00,2.0,2020-02-21 19:16:55,2020-04-09 19:16:55,212.4,220.44,0
606,61.0,94,Inactifs,Maison,Propriétaire,146.19,14316.0,2013-12-31 00:00:00,1.0,2014-08-27 16:46:26,2014-11-23 16:46:26,356.94,358.69,0
607,39.0,74,Cadres et professions intellectuelles supérieures,Appartement,Locataire,69.93,25077.0,2005-09-07 00:00:00,0.0,,,240.89,241.18,0
608,30.0,11,Employés,Appartement,Locataire,60.31,9012.0,2017-10-02 00:00:00,1.0,2019-05-02 13:27:29,2019-08-20 13:27:29,200.05,205.85,0
609,52.0,92,Employés,Appartement,Locataire,71.65,21185.0,2006-07-17 00:00:00,2.0,2009-09-14 18:36:28,2009-09-15 18:36:28,239.59,251.38,0
610,70.0,77,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,106.62,25314.0,2004-11-17 00:00:00,2.0,2007-10-09 12:02:05,2007-12-23 12:02:05,351.54,393.42,0
611,40.0,51,Employés,Appartement,Occupant à titre gratuit,67.42,20670.0,2001-03-30 00:00:00,0.0,,,221.13,228.0,0
612,18.0,06,Agriculteurs exploitants,Appartement,Locataire,61.19,18118.0,2013-03-19 00:00:00,0.0,,,206.15,206.23,0
613,15.0,92,Agriculteurs exploitants,Maison,Propriétaire,151.16,24234.0,2020-12-25 00:00:00,2.0,2020-12-27 12:55:57,2020-12-29 18:55:57,394.02,398.68,0
614,15.0,25,Employés,Appartement,Locataire,96.46,35811.0,2017-11-02 00:00:00,1.0,2020-02-21 19:45:24,2020-04-16 19:45:24,202.58,203.09,0
615,38.0,77,Employés,Appartement,Locataire,39.96,24577.0,2011-02-04 00:00:00,2.0,2014-03-06 03:08:32,2014-05-08 03:08:32,205.86,216.17,0
616,42.0,60,Cadres et professions intellectuelles supérieures,Appartement,Locataire,70.74,14266.0,2016-04-19 00:00:00,1.0,2018-06-23 17:38:36,2018-07-03 17:38:36,205.38,220.8,0
617,56.0,14,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,137.24,21186.0,2017-07-09 00:00:00,2.0,2019-06-11 08:04:40,2019-10-18 08:04:40,385.93,409.29,0
618,43.0,60,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,77.05,28612.0,2004-10-12 00:00:00,1.0,2009-10-11 16:11:15,2009-11-27 16:11:15,200.25,200.31,0
619,56.0,976,Employés,Maison,Propriétaire,78.73,43889.0,1998-12-18 00:00:00,0.0,,,355.46,355.46,0
620,46.0,974,Employés,Maison,Locataire,89.42,35254.0,1997-11-02 00:00:00,1.0,2002-06-09 15:34:45,2002-07-26 15:34:45,368.76,372.62,0
621,43.0,77,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,70.2,18882.0,2018-06-20 00:00:00,0.0,,,231.16,232.04,0
622,46.0,82,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,59.06,24143.0,2016-07-29 00:00:00,3.0,2016-12-01 18:08:36,2017-04-13 18:08:36,222.53,258.13,0
623,24.0,86,Inactifs,Appartement,Propriétaire,67.56,12354.0,2010-12-04 00:00:00,1.0,2014-01-29 09:59:30,2014-02-24 09:59:30,208.54,211.68,0
624,26.0,35,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,124.85,10292.0,2017-01-12 00:00:00,3.0,2017-10-27 19:20:09,2017-10-28 19:20:09,358.85,416.72,1
625,51.0,44,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,99.68,14774.0,2005-01-16 00:00:00,1.0,2007-12-23 23:14:16,2007-12-24 23:14:16,227.38,236.03,0
626,41.0,58,Ouvriers,Appartement,Locataire,75.99,34245.0,1995-11-23 00:00:00,0.0,,,207.96,208.05,0
627,30.0,75,Inactifs,Maison,Locataire,117.77,27243.0,1995-05-27 00:00:00,1.0,1996-05-04 15:24:08,1996-07-21 15:24:08,400.07,421.61,0
628,38.0,77,Ouvriers,Maison,Locataire,104.17,15872.0,2003-02-11 00:00:00,1.0,2003-07-07 16:13:23,2003-07-08 16:13:23,359.7,365.74,0
